2025-09-11 19:11:20,585 - INFO - ✅ Arduino ready and optimized
2025-09-11 19:11:20,585 - INFO - 🚀 Optimized Robot Controller Initialized
2025-09-11 19:11:20,585 - INFO - 📐 Differential Drive Specifications:
2025-09-11 19:11:20,585 - INFO -    Wheel diameter: 5.0 cm
2025-09-11 19:11:20,585 - INFO -    Wheel base: 15.0 cm
2025-09-11 19:11:20,585 - INFO -    Left motor: 4993 ticks/rev
2025-09-11 19:11:20,585 - INFO -    Right motor: 4966 ticks/rev
2025-09-11 19:11:20,586 - INFO -    Left resolution: 0.031 mm/tick
2025-09-11 19:11:20,586 - INFO -    Right resolution: 0.032 mm/tick
2025-09-11 19:11:20,586 - INFO -    360° turn needs: L=14979 ticks, R=14898 ticks
2025-09-11 19:11:20,586 - INFO - 🔄 High-performance threads started
2025-09-11 19:11:24,009 - INFO - 🔄 Movement: L=-13 ticks (0.4mm), R=-12 ticks (0.4mm), Center=0.4mm, Turn=0.0°
2025-09-11 19:11:58,119 - INFO - 🔄 Movement: L=45 ticks (-1.4mm), R=44 ticks (-1.4mm), Center=-1.4mm, Turn=-0.0°
2025-09-11 19:11:58,124 - INFO - 🔄 Movement: L=10 ticks (-0.3mm), R=11 ticks (-0.3mm), Center=-0.3mm, Turn=0.0°
2025-09-11 19:11:58,140 - INFO - 🔄 Movement: L=45 ticks (-1.4mm), R=44 ticks (-1.4mm), Center=-1.4mm, Turn=-0.0°
2025-09-11 19:11:58,140 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=10 ticks (-0.3mm), Center=-0.3mm, Turn=-0.0°
2025-09-11 19:11:58,158 - INFO - 🔄 Movement: L=42 ticks (-1.3mm), R=42 ticks (-1.3mm), Center=-1.3mm, Turn=0.0°
2025-09-11 19:11:58,165 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=11 ticks (-0.3mm), Center=-0.3mm, Turn=0.0°
2025-09-11 19:11:58,184 - INFO - 🔄 Movement: L=44 ticks (-1.4mm), R=44 ticks (-1.4mm), Center=-1.4mm, Turn=0.0°
2025-09-11 19:11:58,184 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=12 ticks (-0.4mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:11:58,199 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=39 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:11:58,204 - INFO - 🔄 Movement: L=18 ticks (-0.6mm), R=17 ticks (-0.5mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:11:58,220 - INFO - 🔄 Movement: L=38 ticks (-1.2mm), R=36 ticks (-1.1mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:11:58,225 - INFO - 🔄 Movement: L=20 ticks (-0.6mm), R=18 ticks (-0.6mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:11:58,240 - INFO - 🔄 Movement: L=35 ticks (-1.1mm), R=33 ticks (-1.0mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:11:58,245 - INFO - 🔄 Movement: L=23 ticks (-0.7mm), R=22 ticks (-0.7mm), Center=-0.7mm, Turn=-0.0°
2025-09-11 19:11:58,260 - INFO - 🔄 Movement: L=35 ticks (-1.1mm), R=32 ticks (-1.0mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:11:58,266 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=22 ticks (-0.7mm), Center=-0.7mm, Turn=0.0°
2025-09-11 19:11:58,281 - INFO - 🔄 Movement: L=33 ticks (-1.0mm), R=30 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:11:58,286 - INFO - 🔄 Movement: L=24 ticks (-0.8mm), R=23 ticks (-0.7mm), Center=-0.7mm, Turn=-0.0°
2025-09-11 19:11:58,301 - INFO - 🔄 Movement: L=32 ticks (-1.0mm), R=30 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:11:58,306 - INFO - 🔄 Movement: L=24 ticks (-0.8mm), R=23 ticks (-0.7mm), Center=-0.7mm, Turn=-0.0°
2025-09-11 19:11:58,317 - INFO - 🔄 Movement: L=28 ticks (-0.9mm), R=27 ticks (-0.9mm), Center=-0.9mm, Turn=-0.0°
2025-09-11 19:11:58,327 - INFO - 🔄 Movement: L=27 ticks (-0.8mm), R=25 ticks (-0.8mm), Center=-0.8mm, Turn=-0.0°
2025-09-11 19:11:58,343 - INFO - 🔄 Movement: L=28 ticks (-0.9mm), R=27 ticks (-0.9mm), Center=-0.9mm, Turn=-0.0°
2025-09-11 19:11:58,349 - INFO - 🔄 Movement: L=25 ticks (-0.8mm), R=24 ticks (-0.8mm), Center=-0.8mm, Turn=-0.0°
2025-09-11 19:11:58,360 - INFO - 🔄 Movement: L=26 ticks (-0.8mm), R=26 ticks (-0.8mm), Center=-0.8mm, Turn=0.0°
2025-09-11 19:11:58,373 - INFO - 🔄 Movement: L=36 ticks (-1.1mm), R=34 ticks (-1.1mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:11:58,380 - INFO - 🔄 Movement: L=19 ticks (-0.6mm), R=20 ticks (-0.6mm), Center=-0.6mm, Turn=0.0°
2025-09-11 19:11:58,395 - INFO - 🔄 Movement: L=36 ticks (-1.1mm), R=35 ticks (-1.1mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:11:58,403 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=16 ticks (-0.5mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:11:58,415 - INFO - 🔄 Movement: L=36 ticks (-1.1mm), R=36 ticks (-1.1mm), Center=-1.1mm, Turn=0.0°
2025-09-11 19:11:58,421 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=17 ticks (-0.5mm), Center=-0.4mm, Turn=0.1°
2025-09-11 19:11:58,431 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=30 ticks (-0.9mm), Center=-0.6mm, Turn=0.2°
2025-09-11 19:11:58,441 - INFO - 🔄 Movement: L=0 ticks (-0.0mm), R=15 ticks (-0.5mm), Center=-0.2mm, Turn=0.2°
2025-09-11 19:11:58,452 - INFO - 🔄 Movement: L=-5 ticks (0.2mm), R=27 ticks (-0.9mm), Center=-0.3mm, Turn=0.4°
2025-09-11 19:11:58,462 - INFO - 🔄 Movement: L=-4 ticks (0.1mm), R=14 ticks (-0.4mm), Center=-0.2mm, Turn=0.2°
2025-09-11 19:11:58,472 - INFO - 🔄 Movement: L=-12 ticks (0.4mm), R=29 ticks (-0.9mm), Center=-0.3mm, Turn=0.5°
2025-09-11 19:11:58,482 - INFO - 🔄 Movement: L=-5 ticks (0.2mm), R=14 ticks (-0.4mm), Center=-0.1mm, Turn=0.2°
2025-09-11 19:11:58,493 - INFO - 🔄 Movement: L=-15 ticks (0.5mm), R=29 ticks (-0.9mm), Center=-0.2mm, Turn=0.5°
2025-09-11 19:11:58,503 - INFO - 🔄 Movement: L=-6 ticks (0.2mm), R=11 ticks (-0.3mm), Center=-0.1mm, Turn=0.2°
2025-09-11 19:11:58,518 - INFO - 🔄 Movement: L=-21 ticks (0.7mm), R=32 ticks (-1.0mm), Center=-0.2mm, Turn=0.6°
2025-09-11 19:11:58,518 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-21, R=32 (diff=-53)
2025-09-11 19:11:58,540 - INFO - 🔄 Movement: L=-23 ticks (0.7mm), R=31 ticks (-1.0mm), Center=-0.1mm, Turn=0.7°
2025-09-11 19:11:58,540 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-23, R=31 (diff=-54)
2025-09-11 19:11:58,557 - INFO - 🔄 Movement: L=-30 ticks (0.9mm), R=32 ticks (-1.0mm), Center=-0.0mm, Turn=0.7°
2025-09-11 19:11:58,559 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-30, R=32 (diff=-62)
2025-09-11 19:11:58,579 - INFO - 🔄 Movement: L=-32 ticks (1.0mm), R=29 ticks (-0.9mm), Center=0.0mm, Turn=0.7°
2025-09-11 19:11:58,580 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-32, R=29 (diff=-61)
2025-09-11 19:11:58,601 - INFO - 🔄 Movement: L=-36 ticks (1.1mm), R=33 ticks (-1.0mm), Center=0.0mm, Turn=0.8°
2025-09-11 19:11:58,601 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-36, R=33 (diff=-69)
2025-09-11 19:11:58,621 - INFO - 🔄 Movement: L=-36 ticks (1.1mm), R=35 ticks (-1.1mm), Center=0.0mm, Turn=0.9°
2025-09-11 19:11:58,621 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-36, R=35 (diff=-71)
2025-09-11 19:11:58,642 - INFO - 🔄 Movement: L=-39 ticks (1.2mm), R=36 ticks (-1.1mm), Center=0.0mm, Turn=0.9°
2025-09-11 19:11:58,642 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-39, R=36 (diff=-75)
2025-09-11 19:11:58,662 - INFO - 🔄 Movement: L=-40 ticks (1.3mm), R=34 ticks (-1.1mm), Center=0.1mm, Turn=0.9°
2025-09-11 19:11:58,662 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-40, R=34 (diff=-74)
2025-09-11 19:11:58,683 - INFO - 🔄 Movement: L=-41 ticks (1.3mm), R=35 ticks (-1.1mm), Center=0.1mm, Turn=0.9°
2025-09-11 19:11:58,683 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-41, R=35 (diff=-76)
2025-09-11 19:11:58,703 - INFO - 🔄 Movement: L=-40 ticks (1.3mm), R=33 ticks (-1.0mm), Center=0.1mm, Turn=0.9°
2025-09-11 19:11:58,703 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-40, R=33 (diff=-73)
2025-09-11 19:11:58,724 - INFO - 🔄 Movement: L=-40 ticks (1.3mm), R=34 ticks (-1.1mm), Center=0.1mm, Turn=0.9°
2025-09-11 19:11:58,724 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-40, R=34 (diff=-74)
2025-09-11 19:11:58,745 - INFO - 🔄 Movement: L=-39 ticks (1.2mm), R=33 ticks (-1.0mm), Center=0.1mm, Turn=0.9°
2025-09-11 19:11:58,745 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-39, R=33 (diff=-72)
2025-09-11 19:11:58,762 - INFO - 🔄 Movement: L=-36 ticks (1.1mm), R=29 ticks (-0.9mm), Center=0.1mm, Turn=0.8°
2025-09-11 19:11:58,763 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-36, R=29 (diff=-65)
2025-09-11 19:11:58,785 - INFO - 🔄 Movement: L=-35 ticks (1.1mm), R=27 ticks (-0.9mm), Center=0.1mm, Turn=0.7°
2025-09-11 19:11:58,786 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-35, R=27 (diff=-62)
2025-09-11 19:11:58,801 - INFO - 🔄 Movement: L=-24 ticks (0.8mm), R=18 ticks (-0.6mm), Center=0.1mm, Turn=0.5°
2025-09-11 19:11:58,822 - INFO - 🔄 Movement: L=-17 ticks (0.5mm), R=11 ticks (-0.3mm), Center=0.1mm, Turn=0.3°
2025-09-11 19:11:59,054 - INFO - 🔄 Movement: L=15 ticks (-0.5mm), R=-10 ticks (0.3mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:11:59,064 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=-9 ticks (0.3mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:11:59,074 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=-12 ticks (0.4mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:11:59,085 - INFO - 🔄 Movement: L=15 ticks (-0.5mm), R=-10 ticks (0.3mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:11:59,095 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=-14 ticks (0.4mm), Center=-0.0mm, Turn=-0.4°
2025-09-11 19:11:59,105 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=-10 ticks (0.3mm), Center=-0.0mm, Turn=-0.3°
2025-09-11 19:11:59,115 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=-15 ticks (0.5mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:11:59,125 - INFO - 🔄 Movement: L=14 ticks (-0.4mm), R=-11 ticks (0.3mm), Center=-0.0mm, Turn=-0.3°
2025-09-11 19:11:59,145 - INFO - 🔄 Movement: L=22 ticks (-0.7mm), R=-18 ticks (0.6mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:11:59,152 - INFO - 🔄 Movement: L=15 ticks (-0.5mm), R=-11 ticks (0.3mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:11:59,157 - INFO - 🔄 Movement: L=25 ticks (-0.8mm), R=-20 ticks (0.6mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:11:59,164 - INFO - 🔄 Movement: L=16 ticks (-0.5mm), R=-12 ticks (0.4mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:11:59,180 - INFO - 🔄 Movement: L=27 ticks (-0.8mm), R=-22 ticks (0.7mm), Center=-0.1mm, Turn=-0.6°
2025-09-11 19:11:59,185 - INFO - 🔄 Movement: L=12 ticks (-0.4mm), R=-10 ticks (0.3mm), Center=-0.0mm, Turn=-0.3°
2025-09-11 19:11:59,200 - INFO - 🔄 Movement: L=30 ticks (-0.9mm), R=-26 ticks (0.8mm), Center=-0.1mm, Turn=-0.7°
2025-09-11 19:11:59,201 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=30, R=-26 (diff=56)
2025-09-11 19:11:59,207 - INFO - 🔄 Movement: L=12 ticks (-0.4mm), R=-10 ticks (0.3mm), Center=-0.0mm, Turn=-0.3°
2025-09-11 19:11:59,222 - INFO - 🔄 Movement: L=31 ticks (-1.0mm), R=-27 ticks (0.9mm), Center=-0.1mm, Turn=-0.7°
2025-09-11 19:11:59,222 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=31, R=-27 (diff=58)
2025-09-11 19:11:59,243 - INFO - 🔄 Movement: L=33 ticks (-1.0mm), R=-29 ticks (0.9mm), Center=-0.1mm, Turn=-0.7°
2025-09-11 19:11:59,244 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=33, R=-29 (diff=62)
2025-09-11 19:11:59,259 - INFO - 🔄 Movement: L=35 ticks (-1.1mm), R=-29 ticks (0.9mm), Center=-0.1mm, Turn=-0.8°
2025-09-11 19:11:59,260 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=35, R=-29 (diff=64)
2025-09-11 19:11:59,280 - INFO - 🔄 Movement: L=38 ticks (-1.2mm), R=-31 ticks (1.0mm), Center=-0.1mm, Turn=-0.8°
2025-09-11 19:11:59,280 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=38, R=-31 (diff=69)
2025-09-11 19:11:59,301 - INFO - 🔄 Movement: L=39 ticks (-1.2mm), R=-31 ticks (1.0mm), Center=-0.1mm, Turn=-0.8°
2025-09-11 19:11:59,301 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=39, R=-31 (diff=70)
2025-09-11 19:11:59,321 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=-32 ticks (1.0mm), Center=-0.1mm, Turn=-0.9°
2025-09-11 19:11:59,321 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=40, R=-32 (diff=72)
2025-09-11 19:11:59,346 - INFO - 🔄 Movement: L=42 ticks (-1.3mm), R=-34 ticks (1.1mm), Center=-0.1mm, Turn=-0.9°
2025-09-11 19:11:59,346 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=42, R=-34 (diff=76)
2025-09-11 19:11:59,365 - INFO - 🔄 Movement: L=42 ticks (-1.3mm), R=-36 ticks (1.1mm), Center=-0.1mm, Turn=-0.9°
2025-09-11 19:11:59,366 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=42, R=-36 (diff=78)
2025-09-11 19:11:59,383 - INFO - 🔄 Movement: L=29 ticks (-0.9mm), R=-27 ticks (0.9mm), Center=-0.0mm, Turn=-0.7°
2025-09-11 19:11:59,383 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=29, R=-27 (diff=56)
2025-09-11 19:11:59,404 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=-18 ticks (0.6mm), Center=-0.0mm, Turn=-0.5°
2025-09-11 19:11:59,588 - INFO - 🔄 Movement: L=-14 ticks (0.4mm), R=12 ticks (-0.4mm), Center=0.0mm, Turn=0.3°
2025-09-11 19:11:59,609 - INFO - 🔄 Movement: L=-21 ticks (0.7mm), R=18 ticks (-0.6mm), Center=0.0mm, Turn=0.5°
2025-09-11 19:11:59,629 - INFO - 🔄 Movement: L=-23 ticks (0.7mm), R=20 ticks (-0.6mm), Center=0.0mm, Turn=0.5°
2025-09-11 19:11:59,650 - INFO - 🔄 Movement: L=-24 ticks (0.8mm), R=20 ticks (-0.6mm), Center=0.1mm, Turn=0.5°
2025-09-11 19:11:59,671 - INFO - 🔄 Movement: L=-27 ticks (0.8mm), R=21 ticks (-0.7mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:11:59,691 - INFO - 🔄 Movement: L=-26 ticks (0.8mm), R=22 ticks (-0.7mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:11:59,696 - INFO - 🔄 Movement: L=-11 ticks (0.3mm), R=9 ticks (-0.3mm), Center=0.0mm, Turn=0.2°
2025-09-11 19:11:59,711 - INFO - 🔄 Movement: L=-27 ticks (0.8mm), R=22 ticks (-0.7mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:11:59,716 - INFO - 🔄 Movement: L=-12 ticks (0.4mm), R=10 ticks (-0.3mm), Center=0.0mm, Turn=0.3°
2025-09-11 19:11:59,734 - INFO - 🔄 Movement: L=-28 ticks (0.9mm), R=22 ticks (-0.7mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:11:59,741 - INFO - 🔄 Movement: L=-18 ticks (0.6mm), R=15 ticks (-0.5mm), Center=0.0mm, Turn=0.4°
2025-09-11 19:11:59,752 - INFO - 🔄 Movement: L=-21 ticks (0.7mm), R=19 ticks (-0.6mm), Center=0.0mm, Turn=0.5°
2025-09-11 19:11:59,762 - INFO - 🔄 Movement: L=-20 ticks (0.6mm), R=17 ticks (-0.5mm), Center=0.0mm, Turn=0.4°
2025-09-11 19:11:59,773 - INFO - 🔄 Movement: L=-16 ticks (0.5mm), R=13 ticks (-0.4mm), Center=0.0mm, Turn=0.3°
2025-09-11 19:11:59,785 - INFO - 🔄 Movement: L=-14 ticks (0.4mm), R=11 ticks (-0.3mm), Center=0.0mm, Turn=0.3°
2025-09-11 19:11:59,841 - INFO - 🔄 Movement: L=14 ticks (-0.4mm), R=-10 ticks (0.3mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:11:59,851 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=-7 ticks (0.2mm), Center=-0.1mm, Turn=-0.2°
2025-09-11 19:11:59,862 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=-13 ticks (0.4mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:11:59,882 - INFO - 🔄 Movement: L=19 ticks (-0.6mm), R=-17 ticks (0.5mm), Center=-0.0mm, Turn=-0.4°
2025-09-11 19:11:59,903 - INFO - 🔄 Movement: L=18 ticks (-0.6mm), R=-17 ticks (0.5mm), Center=-0.0mm, Turn=-0.4°
2025-09-11 19:11:59,923 - INFO - 🔄 Movement: L=24 ticks (-0.8mm), R=-20 ticks (0.6mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:11:59,947 - INFO - 🔄 Movement: L=30 ticks (-0.9mm), R=-24 ticks (0.8mm), Center=-0.1mm, Turn=-0.7°
2025-09-11 19:11:59,948 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=30, R=-24 (diff=54)
2025-09-11 19:11:59,968 - INFO - 🔄 Movement: L=32 ticks (-1.0mm), R=-27 ticks (0.9mm), Center=-0.1mm, Turn=-0.7°
2025-09-11 19:11:59,969 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=32, R=-27 (diff=59)
2025-09-11 19:11:59,990 - INFO - 🔄 Movement: L=34 ticks (-1.1mm), R=-29 ticks (0.9mm), Center=-0.1mm, Turn=-0.8°
2025-09-11 19:11:59,990 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=34, R=-29 (diff=63)
2025-09-11 19:12:00,011 - INFO - 🔄 Movement: L=36 ticks (-1.1mm), R=-33 ticks (1.0mm), Center=-0.0mm, Turn=-0.8°
2025-09-11 19:12:00,011 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=36, R=-33 (diff=69)
2025-09-11 19:12:00,032 - INFO - 🔄 Movement: L=35 ticks (-1.1mm), R=-33 ticks (1.0mm), Center=-0.0mm, Turn=-0.8°
2025-09-11 19:12:00,032 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=35, R=-33 (diff=68)
2025-09-11 19:12:00,047 - INFO - 🔄 Movement: L=39 ticks (-1.2mm), R=-34 ticks (1.1mm), Center=-0.1mm, Turn=-0.9°
2025-09-11 19:12:00,047 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=39, R=-34 (diff=73)
2025-09-11 19:12:00,068 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=-34 ticks (1.1mm), Center=-0.1mm, Turn=-0.9°
2025-09-11 19:12:00,068 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=40, R=-34 (diff=74)
2025-09-11 19:12:00,089 - INFO - 🔄 Movement: L=43 ticks (-1.4mm), R=-34 ticks (1.1mm), Center=-0.1mm, Turn=-0.9°
2025-09-11 19:12:00,089 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=43, R=-34 (diff=77)
2025-09-11 19:12:00,114 - INFO - 🔄 Movement: L=44 ticks (-1.4mm), R=-37 ticks (1.2mm), Center=-0.1mm, Turn=-1.0°
2025-09-11 19:12:00,114 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=44, R=-37 (diff=81)
2025-09-11 19:12:00,135 - INFO - 🔄 Movement: L=43 ticks (-1.4mm), R=-37 ticks (1.2mm), Center=-0.1mm, Turn=-1.0°
2025-09-11 19:12:00,136 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=43, R=-37 (diff=80)
2025-09-11 19:12:00,154 - INFO - 🔄 Movement: L=44 ticks (-1.4mm), R=-40 ticks (1.3mm), Center=-0.1mm, Turn=-1.0°
2025-09-11 19:12:00,154 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=44, R=-40 (diff=84)
2025-09-11 19:12:00,171 - INFO - 🔄 Movement: L=31 ticks (-1.0mm), R=-29 ticks (0.9mm), Center=-0.0mm, Turn=-0.7°
2025-09-11 19:12:00,171 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=31, R=-29 (diff=60)
2025-09-11 19:12:00,191 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=-20 ticks (0.6mm), Center=-0.0mm, Turn=-0.5°
2025-09-11 19:12:00,212 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=-11 ticks (0.3mm), Center=0.0mm, Turn=-0.3°
2025-09-11 19:12:00,594 - INFO - 🔄 Movement: L=-15 ticks (0.5mm), R=14 ticks (-0.4mm), Center=0.0mm, Turn=0.3°
2025-09-11 19:12:00,615 - INFO - 🔄 Movement: L=-23 ticks (0.7mm), R=19 ticks (-0.6mm), Center=0.1mm, Turn=0.5°
2025-09-11 19:12:00,635 - INFO - 🔄 Movement: L=-25 ticks (0.8mm), R=21 ticks (-0.7mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:12:00,656 - INFO - 🔄 Movement: L=-30 ticks (0.9mm), R=24 ticks (-0.8mm), Center=0.1mm, Turn=0.7°
2025-09-11 19:12:00,656 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-30, R=24 (diff=-54)
2025-09-11 19:12:00,677 - INFO - 🔄 Movement: L=-32 ticks (1.0mm), R=28 ticks (-0.9mm), Center=0.1mm, Turn=0.7°
2025-09-11 19:12:00,677 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-32, R=28 (diff=-60)
2025-09-11 19:12:00,697 - INFO - 🔄 Movement: L=-35 ticks (1.1mm), R=31 ticks (-1.0mm), Center=0.1mm, Turn=0.8°
2025-09-11 19:12:00,697 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-35, R=31 (diff=-66)
2025-09-11 19:12:00,717 - INFO - 🔄 Movement: L=-37 ticks (1.2mm), R=34 ticks (-1.1mm), Center=0.0mm, Turn=0.9°
2025-09-11 19:12:00,717 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-37, R=34 (diff=-71)
2025-09-11 19:12:00,737 - INFO - 🔄 Movement: L=-39 ticks (1.2mm), R=33 ticks (-1.0mm), Center=0.1mm, Turn=0.9°
2025-09-11 19:12:00,739 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-39, R=33 (diff=-72)
2025-09-11 19:12:00,761 - INFO - 🔄 Movement: L=-41 ticks (1.3mm), R=32 ticks (-1.0mm), Center=0.1mm, Turn=0.9°
2025-09-11 19:12:00,761 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-41, R=32 (diff=-73)
2025-09-11 19:12:00,776 - INFO - 🔄 Movement: L=-28 ticks (0.9mm), R=22 ticks (-0.7mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:12:00,797 - INFO - 🔄 Movement: L=-18 ticks (0.6mm), R=14 ticks (-0.4mm), Center=0.1mm, Turn=0.4°
2025-09-11 19:12:01,177 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=8 ticks (-0.3mm), Center=-0.3mm, Turn=-0.1°
2025-09-11 19:12:01,198 - INFO - 🔄 Movement: L=20 ticks (-0.6mm), R=12 ticks (-0.4mm), Center=-0.5mm, Turn=-0.1°
2025-09-11 19:12:01,219 - INFO - 🔄 Movement: L=27 ticks (-0.8mm), R=17 ticks (-0.5mm), Center=-0.7mm, Turn=-0.1°
2025-09-11 19:12:01,240 - INFO - 🔄 Movement: L=29 ticks (-0.9mm), R=19 ticks (-0.6mm), Center=-0.8mm, Turn=-0.1°
2025-09-11 19:12:01,260 - INFO - 🔄 Movement: L=32 ticks (-1.0mm), R=25 ticks (-0.8mm), Center=-0.9mm, Turn=-0.1°
2025-09-11 19:12:01,281 - INFO - 🔄 Movement: L=35 ticks (-1.1mm), R=26 ticks (-0.8mm), Center=-1.0mm, Turn=-0.1°
2025-09-11 19:12:01,302 - INFO - 🔄 Movement: L=39 ticks (-1.2mm), R=31 ticks (-1.0mm), Center=-1.1mm, Turn=-0.1°
2025-09-11 19:12:01,322 - INFO - 🔄 Movement: L=39 ticks (-1.2mm), R=33 ticks (-1.0mm), Center=-1.1mm, Turn=-0.1°
