2025-09-06 17:33:50,697 - INFO - ✅ Arduino ready and optimized
2025-09-06 17:33:50,708 - INFO - 🚀 Optimized Robot Controller Initialized
2025-09-06 17:33:50,708 - INFO - 📐 Differential Drive Specifications:
2025-09-06 17:33:50,708 - INFO -    Wheel diameter: 5.0 cm
2025-09-06 17:33:50,709 - INFO -    Wheel base: 15.0 cm
2025-09-06 17:33:50,709 - INFO -    Left motor: 4993 ticks/rev
2025-09-06 17:33:50,709 - INFO -    Right motor: 4966 ticks/rev
2025-09-06 17:33:50,709 - INFO -    Left resolution: 0.031 mm/tick
2025-09-06 17:33:50,709 - INFO -    Right resolution: 0.032 mm/tick
2025-09-06 17:33:50,709 - INFO -    360° turn needs: L=14979 ticks, R=14898 ticks
2025-09-06 17:33:50,710 - INFO - 🔄 High-performance threads started
2025-09-06 17:33:54,028 - INFO - 🔄 Movement: L=11 ticks (0.3mm), R=8 ticks (0.3mm), Center=0.3mm, Turn=-0.0°
2025-09-06 17:34:58,336 - INFO - 🔄 Movement: L=70 ticks (2.2mm), R=66 ticks (2.1mm), Center=2.1mm, Turn=-0.0°
2025-09-06 17:34:58,348 - INFO - 🔄 Movement: L=71 ticks (2.2mm), R=69 ticks (2.2mm), Center=2.2mm, Turn=-0.0°
2025-09-06 17:34:58,368 - INFO - 🔄 Movement: L=71 ticks (2.2mm), R=67 ticks (2.1mm), Center=2.2mm, Turn=-0.0°
2025-09-06 17:34:58,392 - INFO - 🔄 Movement: L=39 ticks (1.2mm), R=64 ticks (2.0mm), Center=1.6mm, Turn=0.3°
2025-09-06 17:34:58,413 - INFO - 🔄 Movement: L=2 ticks (0.1mm), R=55 ticks (1.7mm), Center=0.9mm, Turn=0.6°
2025-09-06 17:34:58,413 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=2, R=55 (diff=-53)
2025-09-06 17:34:58,433 - INFO - 🔄 Movement: L=-14 ticks (-0.4mm), R=49 ticks (1.5mm), Center=0.6mm, Turn=0.8°
2025-09-06 17:34:58,434 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-14, R=49 (diff=-63)
2025-09-06 17:34:58,450 - INFO - 🔄 Movement: L=-23 ticks (-0.7mm), R=45 ticks (1.4mm), Center=0.3mm, Turn=0.8°
2025-09-06 17:34:58,450 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-23, R=45 (diff=-68)
2025-09-06 17:34:58,476 - INFO - 🔄 Movement: L=-31 ticks (-1.0mm), R=45 ticks (1.4mm), Center=0.2mm, Turn=0.9°
2025-09-06 17:34:58,476 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-31, R=45 (diff=-76)
2025-09-06 17:34:58,477 - INFO - 🔄 Movement: L=-9 ticks (-0.3mm), R=11 ticks (0.3mm), Center=0.0mm, Turn=0.2°
2025-09-06 17:34:58,493 - INFO - 🔄 Movement: L=-32 ticks (-1.0mm), R=38 ticks (1.2mm), Center=0.1mm, Turn=0.8°
2025-09-06 17:34:58,493 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-32, R=38 (diff=-70)
2025-09-06 17:34:58,499 - INFO - 🔄 Movement: L=-12 ticks (-0.4mm), R=13 ticks (0.4mm), Center=0.0mm, Turn=0.3°
2025-09-06 17:34:58,509 - INFO - 🔄 Movement: L=-36 ticks (-1.1mm), R=39 ticks (1.2mm), Center=0.1mm, Turn=0.9°
2025-09-06 17:34:58,509 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-36, R=39 (diff=-75)
2025-09-06 17:34:58,515 - INFO - 🔄 Movement: L=-13 ticks (-0.4mm), R=14 ticks (0.4mm), Center=0.0mm, Turn=0.3°
2025-09-06 17:34:58,530 - INFO - 🔄 Movement: L=-39 ticks (-1.2mm), R=39 ticks (1.2mm), Center=0.0mm, Turn=0.9°
2025-09-06 17:34:58,531 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-39, R=39 (diff=-78)
2025-09-06 17:34:58,541 - INFO - 🔄 Movement: L=-13 ticks (-0.4mm), R=14 ticks (0.4mm), Center=0.0mm, Turn=0.3°
2025-09-06 17:34:58,552 - INFO - 🔄 Movement: L=-38 ticks (-1.2mm), R=38 ticks (1.2mm), Center=0.0mm, Turn=0.9°
2025-09-06 17:34:58,552 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-38, R=38 (diff=-76)
2025-09-06 17:34:58,557 - INFO - 🔄 Movement: L=-18 ticks (-0.6mm), R=17 ticks (0.5mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:34:58,573 - INFO - 🔄 Movement: L=-39 ticks (-1.2mm), R=38 ticks (1.2mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:34:58,573 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-39, R=38 (diff=-77)
2025-09-06 17:34:58,579 - INFO - 🔄 Movement: L=-17 ticks (-0.5mm), R=17 ticks (0.5mm), Center=0.0mm, Turn=0.4°
2025-09-06 17:34:58,594 - INFO - 🔄 Movement: L=-37 ticks (-1.2mm), R=35 ticks (1.1mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:34:58,595 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-37, R=35 (diff=-72)
2025-09-06 17:34:58,600 - INFO - 🔄 Movement: L=-22 ticks (-0.7mm), R=21 ticks (0.7mm), Center=-0.0mm, Turn=0.5°
2025-09-06 17:34:58,611 - INFO - 🔄 Movement: L=-37 ticks (-1.2mm), R=36 ticks (1.1mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:34:58,611 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-37, R=36 (diff=-73)
2025-09-06 17:34:58,622 - INFO - 🔄 Movement: L=-22 ticks (-0.7mm), R=20 ticks (0.6mm), Center=-0.0mm, Turn=0.5°
2025-09-06 17:34:58,632 - INFO - 🔄 Movement: L=-35 ticks (-1.1mm), R=34 ticks (1.1mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:34:58,632 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-35, R=34 (diff=-69)
2025-09-06 17:34:58,643 - INFO - 🔄 Movement: L=-26 ticks (-0.8mm), R=24 ticks (0.8mm), Center=-0.0mm, Turn=0.6°
2025-09-06 17:34:58,654 - INFO - 🔄 Movement: L=-34 ticks (-1.1mm), R=33 ticks (1.0mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:34:58,654 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-34, R=33 (diff=-67)
2025-09-06 17:34:58,660 - INFO - 🔄 Movement: L=-26 ticks (-0.8mm), R=25 ticks (0.8mm), Center=-0.0mm, Turn=0.6°
2025-09-06 17:34:58,660 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-26, R=25 (diff=-51)
2025-09-06 17:34:58,670 - INFO - 🔄 Movement: L=-32 ticks (-1.0mm), R=30 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:58,670 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-32, R=30 (diff=-62)
2025-09-06 17:34:58,686 - INFO - 🔄 Movement: L=-36 ticks (-1.1mm), R=35 ticks (1.1mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:34:58,686 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-36, R=35 (diff=-71)
2025-09-06 17:34:58,692 - INFO - 🔄 Movement: L=-25 ticks (-0.8mm), R=24 ticks (0.8mm), Center=-0.0mm, Turn=0.6°
2025-09-06 17:34:58,707 - INFO - 🔄 Movement: L=-37 ticks (-1.2mm), R=35 ticks (1.1mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:34:58,708 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-37, R=35 (diff=-72)
2025-09-06 17:34:58,713 - INFO - 🔄 Movement: L=-21 ticks (-0.7mm), R=21 ticks (0.7mm), Center=0.0mm, Turn=0.5°
2025-09-06 17:34:58,724 - INFO - 🔄 Movement: L=-40 ticks (-1.3mm), R=38 ticks (1.2mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:34:58,724 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-40, R=38 (diff=-78)
2025-09-06 17:34:58,735 - INFO - 🔄 Movement: L=-22 ticks (-0.7mm), R=22 ticks (0.7mm), Center=0.0mm, Turn=0.5°
2025-09-06 17:34:58,747 - INFO - 🔄 Movement: L=-40 ticks (-1.3mm), R=39 ticks (1.2mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:34:58,747 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-40, R=39 (diff=-79)
2025-09-06 17:34:58,752 - INFO - 🔄 Movement: L=-18 ticks (-0.6mm), R=17 ticks (0.5mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:34:58,768 - INFO - 🔄 Movement: L=-42 ticks (-1.3mm), R=41 ticks (1.3mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:34:58,768 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-42, R=41 (diff=-83)
2025-09-06 17:34:58,773 - INFO - 🔄 Movement: L=-20 ticks (-0.6mm), R=18 ticks (0.6mm), Center=-0.0mm, Turn=0.5°
2025-09-06 17:34:58,789 - INFO - 🔄 Movement: L=-42 ticks (-1.3mm), R=41 ticks (1.3mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:34:58,789 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-42, R=41 (diff=-83)
2025-09-06 17:34:58,795 - INFO - 🔄 Movement: L=-17 ticks (-0.5mm), R=16 ticks (0.5mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:34:58,811 - INFO - 🔄 Movement: L=-46 ticks (-1.4mm), R=44 ticks (1.4mm), Center=-0.0mm, Turn=1.1°
2025-09-06 17:34:58,812 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-46, R=44 (diff=-90)
2025-09-06 17:34:58,817 - INFO - 🔄 Movement: L=-16 ticks (-0.5mm), R=16 ticks (0.5mm), Center=0.0mm, Turn=0.4°
2025-09-06 17:34:58,837 - INFO - 🔄 Movement: L=-46 ticks (-1.4mm), R=44 ticks (1.4mm), Center=-0.0mm, Turn=1.1°
2025-09-06 17:34:58,837 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-46, R=44 (diff=-90)
2025-09-06 17:34:58,838 - INFO - 🔄 Movement: L=-16 ticks (-0.5mm), R=15 ticks (0.5mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:34:58,849 - INFO - 🔄 Movement: L=-46 ticks (-1.4mm), R=44 ticks (1.4mm), Center=-0.0mm, Turn=1.1°
2025-09-06 17:34:58,850 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-46, R=44 (diff=-90)
2025-09-06 17:34:58,855 - INFO - 🔄 Movement: L=-13 ticks (-0.4mm), R=12 ticks (0.4mm), Center=-0.0mm, Turn=0.3°
2025-09-06 17:34:58,869 - INFO - 🔄 Movement: L=-50 ticks (-1.6mm), R=48 ticks (1.5mm), Center=-0.0mm, Turn=1.2°
2025-09-06 17:34:58,869 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-50, R=48 (diff=-98)
2025-09-06 17:34:58,874 - INFO - 🔄 Movement: L=-13 ticks (-0.4mm), R=12 ticks (0.4mm), Center=-0.0mm, Turn=0.3°
2025-09-06 17:34:58,890 - INFO - 🔄 Movement: L=-48 ticks (-1.5mm), R=47 ticks (1.5mm), Center=-0.0mm, Turn=1.1°
2025-09-06 17:34:58,890 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-48, R=47 (diff=-95)
2025-09-06 17:34:58,902 - INFO - 🔄 Movement: L=-11 ticks (-0.3mm), R=10 ticks (0.3mm), Center=-0.0mm, Turn=0.3°
2025-09-06 17:34:58,918 - INFO - 🔄 Movement: L=-51 ticks (-1.6mm), R=49 ticks (1.5mm), Center=-0.0mm, Turn=1.2°
2025-09-06 17:34:58,919 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-51, R=49 (diff=-100)
2025-09-06 17:34:58,919 - INFO - 🔄 Movement: L=-12 ticks (-0.4mm), R=11 ticks (0.3mm), Center=-0.0mm, Turn=0.3°
2025-09-06 17:34:58,931 - INFO - 🔄 Movement: L=-48 ticks (-1.5mm), R=47 ticks (1.5mm), Center=-0.0mm, Turn=1.1°
2025-09-06 17:34:58,931 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-48, R=47 (diff=-95)
2025-09-06 17:34:58,936 - INFO - 🔄 Movement: L=-11 ticks (-0.3mm), R=10 ticks (0.3mm), Center=-0.0mm, Turn=0.3°
2025-09-06 17:34:58,950 - INFO - 🔄 Movement: L=-52 ticks (-1.6mm), R=50 ticks (1.6mm), Center=-0.0mm, Turn=1.2°
2025-09-06 17:34:58,951 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-52, R=50 (diff=-102)
2025-09-06 17:34:58,956 - INFO - 🔄 Movement: L=-11 ticks (-0.3mm), R=10 ticks (0.3mm), Center=-0.0mm, Turn=0.3°
2025-09-06 17:34:58,972 - INFO - 🔄 Movement: L=-51 ticks (-1.6mm), R=49 ticks (1.5mm), Center=-0.0mm, Turn=1.2°
2025-09-06 17:34:58,972 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-51, R=49 (diff=-100)
2025-09-06 17:34:58,996 - INFO - 🔄 Movement: L=-53 ticks (-1.7mm), R=52 ticks (1.6mm), Center=-0.0mm, Turn=1.3°
2025-09-06 17:34:58,996 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-53, R=52 (diff=-105)
2025-09-06 17:34:59,015 - INFO - 🔄 Movement: L=-58 ticks (-1.8mm), R=55 ticks (1.7mm), Center=-0.0mm, Turn=1.4°
2025-09-06 17:34:59,016 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-58, R=55 (diff=-113)
2025-09-06 17:34:59,036 - INFO - 🔄 Movement: L=-62 ticks (-2.0mm), R=59 ticks (1.9mm), Center=-0.0mm, Turn=1.5°
2025-09-06 17:34:59,037 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-62, R=59 (diff=-121)
2025-09-06 17:34:59,060 - INFO - 🔄 Movement: L=-59 ticks (-1.9mm), R=56 ticks (1.8mm), Center=-0.0mm, Turn=1.4°
2025-09-06 17:34:59,060 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-59, R=56 (diff=-115)
2025-09-06 17:34:59,080 - INFO - 🔄 Movement: L=-60 ticks (-1.9mm), R=59 ticks (1.9mm), Center=-0.0mm, Turn=1.4°
2025-09-06 17:34:59,080 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-60, R=59 (diff=-119)
2025-09-06 17:34:59,080 - INFO - 🔄 Movement: L=-18 ticks (-0.6mm), R=16 ticks (0.5mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:34:59,093 - INFO - 🔄 Movement: L=-42 ticks (-1.3mm), R=41 ticks (1.3mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:34:59,093 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-42, R=41 (diff=-83)
2025-09-06 17:34:59,108 - INFO - 🔄 Movement: L=-20 ticks (-0.6mm), R=19 ticks (0.6mm), Center=-0.0mm, Turn=0.5°
2025-09-06 17:34:59,119 - INFO - 🔄 Movement: L=-44 ticks (-1.4mm), R=41 ticks (1.3mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:34:59,120 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-44, R=41 (diff=-85)
2025-09-06 17:34:59,125 - INFO - 🔄 Movement: L=-22 ticks (-0.7mm), R=22 ticks (0.7mm), Center=0.0mm, Turn=0.5°
2025-09-06 17:34:59,140 - INFO - 🔄 Movement: L=-37 ticks (-1.2mm), R=34 ticks (1.1mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:34:59,141 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-37, R=34 (diff=-71)
2025-09-06 17:34:59,147 - INFO - 🔄 Movement: L=-32 ticks (-1.0mm), R=31 ticks (1.0mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:34:59,147 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-32, R=31 (diff=-63)
2025-09-06 17:34:59,161 - INFO - 🔄 Movement: L=-31 ticks (-1.0mm), R=30 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:59,161 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-31, R=30 (diff=-61)
2025-09-06 17:34:59,166 - INFO - 🔄 Movement: L=-32 ticks (-1.0mm), R=30 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:59,166 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-32, R=30 (diff=-62)
2025-09-06 17:34:59,177 - INFO - 🔄 Movement: L=-32 ticks (-1.0mm), R=31 ticks (1.0mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:34:59,177 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-32, R=31 (diff=-63)
2025-09-06 17:34:59,194 - INFO - 🔄 Movement: L=-30 ticks (-0.9mm), R=28 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:59,194 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-30, R=28 (diff=-58)
2025-09-06 17:34:59,194 - INFO - 🔄 Movement: L=-29 ticks (-0.9mm), R=29 ticks (0.9mm), Center=0.0mm, Turn=0.7°
2025-09-06 17:34:59,195 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-29, R=29 (diff=-58)
2025-09-06 17:34:59,208 - INFO - 🔄 Movement: L=-32 ticks (-1.0mm), R=31 ticks (1.0mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:34:59,208 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-32, R=31 (diff=-63)
2025-09-06 17:34:59,222 - INFO - 🔄 Movement: L=-31 ticks (-1.0mm), R=29 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:59,223 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-31, R=29 (diff=-60)
2025-09-06 17:34:59,228 - INFO - 🔄 Movement: L=-31 ticks (-1.0mm), R=30 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:59,228 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-31, R=30 (diff=-61)
2025-09-06 17:34:59,240 - INFO - 🔄 Movement: L=-29 ticks (-0.9mm), R=28 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:59,240 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-29, R=28 (diff=-57)
2025-09-06 17:34:59,253 - INFO - 🔄 Movement: L=-35 ticks (-1.1mm), R=34 ticks (1.1mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:34:59,255 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-35, R=34 (diff=-69)
2025-09-06 17:34:59,260 - INFO - 🔄 Movement: L=-28 ticks (-0.9mm), R=27 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:59,260 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-28, R=27 (diff=-55)
2025-09-06 17:34:59,271 - INFO - 🔄 Movement: L=-41 ticks (-1.3mm), R=38 ticks (1.2mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:34:59,272 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-41, R=38 (diff=-79)
2025-09-06 17:34:59,277 - INFO - 🔄 Movement: L=-19 ticks (-0.6mm), R=19 ticks (0.6mm), Center=0.0mm, Turn=0.5°
2025-09-06 17:34:59,292 - INFO - 🔄 Movement: L=-42 ticks (-1.3mm), R=41 ticks (1.3mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:34:59,292 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-42, R=41 (diff=-83)
2025-09-06 17:34:59,299 - INFO - 🔄 Movement: L=-21 ticks (-0.7mm), R=20 ticks (0.6mm), Center=-0.0mm, Turn=0.5°
2025-09-06 17:34:59,310 - INFO - 🔄 Movement: L=-43 ticks (-1.4mm), R=42 ticks (1.3mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:34:59,310 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-43, R=42 (diff=-85)
2025-09-06 17:34:59,325 - INFO - 🔄 Movement: L=-17 ticks (-0.5mm), R=15 ticks (0.5mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:34:59,337 - INFO - 🔄 Movement: L=-44 ticks (-1.4mm), R=43 ticks (1.4mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:34:59,337 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-44, R=43 (diff=-87)
2025-09-06 17:34:59,337 - INFO - 🔄 Movement: L=-12 ticks (-0.4mm), R=18 ticks (0.6mm), Center=0.1mm, Turn=0.4°
2025-09-06 17:34:59,353 - INFO - 🔄 Movement: L=-13 ticks (-0.4mm), R=41 ticks (1.3mm), Center=0.4mm, Turn=0.7°
2025-09-06 17:34:59,353 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-13, R=41 (diff=-54)
2025-09-06 17:34:59,358 - INFO - 🔄 Movement: L=1 ticks (0.0mm), R=12 ticks (0.4mm), Center=0.2mm, Turn=0.1°
2025-09-06 17:34:59,376 - INFO - 🔄 Movement: L=9 ticks (0.3mm), R=40 ticks (1.3mm), Center=0.8mm, Turn=0.4°
2025-09-06 17:34:59,376 - INFO - 🔄 Movement: L=5 ticks (0.2mm), R=12 ticks (0.4mm), Center=0.3mm, Turn=0.1°
2025-09-06 17:34:59,392 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=39 ticks (1.2mm), Center=1.0mm, Turn=0.2°
2025-09-06 17:34:59,417 - INFO - 🔄 Movement: L=32 ticks (1.0mm), R=44 ticks (1.4mm), Center=1.2mm, Turn=0.1°
2025-09-06 17:34:59,438 - INFO - 🔄 Movement: L=40 ticks (1.3mm), R=46 ticks (1.5mm), Center=1.4mm, Turn=0.1°
2025-09-06 17:34:59,460 - INFO - 🔄 Movement: L=46 ticks (1.4mm), R=49 ticks (1.5mm), Center=1.5mm, Turn=0.0°
2025-09-06 17:34:59,480 - INFO - 🔄 Movement: L=56 ticks (1.8mm), R=56 ticks (1.8mm), Center=1.8mm, Turn=0.0°
2025-09-06 17:34:59,497 - INFO - 🔄 Movement: L=55 ticks (1.7mm), R=54 ticks (1.7mm), Center=1.7mm, Turn=-0.0°
2025-09-06 17:34:59,518 - INFO - 🔄 Movement: L=61 ticks (1.9mm), R=59 ticks (1.9mm), Center=1.9mm, Turn=-0.0°
2025-09-06 17:34:59,540 - INFO - 🔄 Movement: L=56 ticks (1.8mm), R=53 ticks (1.7mm), Center=1.7mm, Turn=-0.0°
2025-09-06 17:34:59,562 - INFO - 🔄 Movement: L=57 ticks (1.8mm), R=54 ticks (1.7mm), Center=1.8mm, Turn=-0.0°
2025-09-06 17:34:59,578 - INFO - 🔄 Movement: L=55 ticks (1.7mm), R=52 ticks (1.6mm), Center=1.7mm, Turn=-0.0°
2025-09-06 17:34:59,584 - INFO - 🔄 Movement: L=15 ticks (0.5mm), R=14 ticks (0.4mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:34:59,600 - INFO - 🔄 Movement: L=54 ticks (1.7mm), R=52 ticks (1.6mm), Center=1.7mm, Turn=-0.0°
2025-09-06 17:34:59,606 - INFO - 🔄 Movement: L=15 ticks (0.5mm), R=14 ticks (0.4mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:34:59,621 - INFO - 🔄 Movement: L=51 ticks (1.6mm), R=48 ticks (1.5mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:34:59,627 - INFO - 🔄 Movement: L=21 ticks (0.7mm), R=20 ticks (0.6mm), Center=0.6mm, Turn=-0.0°
2025-09-06 17:34:59,643 - INFO - 🔄 Movement: L=50 ticks (1.6mm), R=48 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:34:59,648 - INFO - 🔄 Movement: L=18 ticks (0.6mm), R=17 ticks (0.5mm), Center=0.6mm, Turn=-0.0°
2025-09-06 17:34:59,659 - INFO - 🔄 Movement: L=49 ticks (1.5mm), R=47 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:34:59,664 - INFO - 🔄 Movement: L=23 ticks (0.7mm), R=20 ticks (0.6mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:34:59,680 - INFO - 🔄 Movement: L=49 ticks (1.5mm), R=47 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:34:59,685 - INFO - 🔄 Movement: L=23 ticks (0.7mm), R=22 ticks (0.7mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:34:59,702 - INFO - 🔄 Movement: L=46 ticks (1.4mm), R=44 ticks (1.4mm), Center=1.4mm, Turn=-0.0°
2025-09-06 17:34:59,707 - INFO - 🔄 Movement: L=25 ticks (0.8mm), R=24 ticks (0.8mm), Center=0.8mm, Turn=-0.0°
2025-09-06 17:34:59,723 - INFO - 🔄 Movement: L=48 ticks (1.5mm), R=45 ticks (1.4mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:34:59,728 - INFO - 🔄 Movement: L=25 ticks (0.8mm), R=25 ticks (0.8mm), Center=0.8mm, Turn=0.0°
2025-09-06 17:34:59,739 - INFO - 🔄 Movement: L=44 ticks (1.4mm), R=41 ticks (1.3mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:34:59,750 - INFO - 🔄 Movement: L=28 ticks (0.9mm), R=27 ticks (0.9mm), Center=0.9mm, Turn=-0.0°
2025-09-06 17:34:59,760 - INFO - 🔄 Movement: L=45 ticks (1.4mm), R=43 ticks (1.4mm), Center=1.4mm, Turn=-0.0°
2025-09-06 17:34:59,771 - INFO - 🔄 Movement: L=32 ticks (1.0mm), R=31 ticks (1.0mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:34:59,781 - INFO - 🔄 Movement: L=38 ticks (1.2mm), R=35 ticks (1.1mm), Center=1.2mm, Turn=-0.0°
2025-09-06 17:34:59,792 - INFO - 🔄 Movement: L=37 ticks (1.2mm), R=37 ticks (1.2mm), Center=1.2mm, Turn=0.0°
2025-09-06 17:34:59,803 - INFO - 🔄 Movement: L=36 ticks (1.1mm), R=34 ticks (1.1mm), Center=1.1mm, Turn=-0.0°
2025-09-06 17:34:59,817 - INFO - 🔄 Movement: L=36 ticks (1.1mm), R=34 ticks (1.1mm), Center=1.1mm, Turn=-0.0°
2025-09-06 17:34:59,823 - INFO - 🔄 Movement: L=38 ticks (1.2mm), R=36 ticks (1.1mm), Center=1.2mm, Turn=-0.0°
